Age,Job,Marital,Education,Default,Balance,Housing_Loan,Personal_Loan,Contact,Day_of_Week,Month,Campaign,Pdays,Previous,Poutcome,Subscribed
36,self-employed,married,secondary,no,-1877,yes,no,cellular,thu,jul,4,-1,0,nonexistent,no
39,management,divorced,primary,no,6161,no,no,cellular,tue,may,6,640,3,failure,no
31,management,married,secondary,no,-655,yes,no,cellular,mon,may,3,-1,0,nonexistent,no
62,management,married,primary,no,1800,yes,no,cellular,mon,jun,6,-1,0,nonexistent,no
36,management,single,secondary,no,-269,no,yes,telephone,mon,aug,5,-1,0,nonexistent,yes
38,technician,married,secondary,no,1022,yes,no,unknown,fri,jun,3,-1,0,nonexistent,no
29,blue-collar,married,secondary,no,448,yes,no,unknown,mon,may,5,828,4,failure,no
56,management,married,primary,no,2675,yes,no,telephone,fri,may,6,-1,0,nonexistent,no
28,blue-collar,single,tertiary,no,-397,yes,yes,cellular,thu,may,2,-1,0,nonexistent,no
32,unemployed,divorced,primary,no,143,no,no,unknown,tue,aug,6,-1,0,nonexistent,no
52,management,married,primary,no,-470,no,no,cellular,thu,may,4,-1,0,nonexistent,no
39,management,divorced,tertiary,no,6220,yes,no,unknown,thu,feb,4,-1,0,nonexistent,no
33,technician,married,secondary,no,6471,yes,no,cellular,wed,may,8,-1,0,nonexistent,no
47,blue-collar,married,secondary,no,1612,no,no,cellular,thu,may,1,-1,0,nonexistent,no
48,technician,married,tertiary,no,-911,yes,no,cellular,thu,jul,2,-1,0,nonexistent,no
39,technician,divorced,tertiary,no,1904,yes,no,unknown,fri,may,3,503,2,failure,no
44,blue-collar,divorced,tertiary,no,2505,yes,no,cellular,mon,apr,2,-1,0,nonexistent,no
58,technician,married,secondary,no,904,no,no,cellular,tue,jan,3,309,4,failure,no
39,services,divorced,secondary,no,-236,no,no,unknown,mon,may,3,-1,0,nonexistent,no
35,technician,married,secondary,no,2146,no,no,unknown,mon,feb,3,-1,0,nonexistent,no
51,admin,married,secondary,no,971,yes,no,unknown,thu,aug,3,-1,0,nonexistent,no
28,management,married,tertiary,no,712,no,no,cellular,thu,nov,1,-1,0,nonexistent,no
48,technician,single,secondary,no,4727,no,no,cellular,wed,jul,5,-1,0,nonexistent,no
38,entrepreneur,married,primary,no,1045,no,no,cellular,tue,jun,1,-1,0,nonexistent,no
80,blue-collar,married,secondary,no,-1177,no,no,cellular,tue,jul,4,-1,0,nonexistent,no
28,management,single,secondary,no,4689,yes,no,telephone,tue,may,2,-1,0,nonexistent,no
33,services,married,secondary,no,-1178,yes,no,cellular,wed,jun,3,-1,0,nonexistent,no
61,technician,married,secondary,no,3686,yes,no,telephone,fri,may,3,-1,0,nonexistent,no
21,management,married,secondary,no,7091,no,no,cellular,wed,may,2,-1,0,nonexistent,no
57,management,married,secondary,no,1574,yes,no,unknown,wed,aug,6,-1,0,nonexistent,yes
36,retired,married,secondary,no,-1066,yes,no,cellular,wed,may,2,304,1,failure,no
28,management,single,unknown,no,1781,no,no,cellular,tue,may,2,-1,0,nonexistent,no
33,management,single,secondary,no,-612,yes,no,telephone,fri,may,2,-1,0,nonexistent,no
39,services,married,secondary,no,1211,no,no,unknown,thu,may,4,-1,0,nonexistent,no
37,admin,married,secondary,no,-1593,yes,no,cellular,mon,may,4,-1,0,nonexistent,no
35,unemployed,single,tertiary,no,-1048,yes,no,unknown,tue,aug,1,-1,0,nonexistent,no
68,admin,married,tertiary,no,3862,yes,no,cellular,mon,sep,1,393,2,success,yes
49,blue-collar,single,secondary,no,2721,yes,no,cellular,fri,sep,3,-1,0,nonexistent,no
63,technician,married,secondary,no,1893,no,no,cellular,wed,may,4,-1,0,nonexistent,yes
32,technician,married,secondary,no,10142,no,no,telephone,thu,may,4,-1,0,nonexistent,no
56,entrepreneur,single,tertiary,no,-3000,yes,no,cellular,fri,jan,6,-1,0,nonexistent,no
29,admin,married,secondary,no,-1187,no,no,unknown,mon,may,3,223,1,failure,no
41,blue-collar,single,tertiary,no,4137,no,yes,unknown,tue,dec,2,-1,0,nonexistent,no
24,unemployed,married,tertiary,no,3344,yes,no,cellular,wed,aug,3,-1,0,nonexistent,no
34,unemployed,single,primary,no,2400,yes,no,telephone,wed,jun,5,-1,0,nonexistent,no
50,management,married,secondary,no,2886,yes,no,unknown,tue,aug,4,-1,0,nonexistent,no
25,management,married,secondary,no,4823,no,no,cellular,tue,may,2,367,3,success,yes
53,blue-collar,married,tertiary,no,831,yes,no,cellular,mon,aug,7,-1,0,nonexistent,no
40,technician,married,tertiary,no,4826,yes,yes,unknown,thu,may,3,-1,0,nonexistent,no
33,management,single,secondary,no,-216,yes,no,unknown,fri,mar,4,76,2,failure,no
29,blue-collar,divorced,tertiary,no,534,yes,no,unknown,mon,may,5,-1,0,nonexistent,no
24,technician,married,tertiary,no,2092,yes,no,cellular,wed,aug,1,-1,0,nonexistent,yes
41,unemployed,single,secondary,no,-2855,no,no,cellular,mon,jun,2,-1,0,nonexistent,no
47,housemaid,single,secondary,no,2931,yes,no,telephone,fri,apr,2,-1,0,nonexistent,no
38,technician,married,secondary,no,2782,yes,no,unknown,mon,jun,5,775,2,failure,no
36,housemaid,single,primary,no,1910,yes,no,unknown,wed,aug,2,-1,0,nonexistent,no
26,technician,married,primary,no,2511,no,yes,cellular,mon,may,3,-1,0,nonexistent,no
30,management,single,tertiary,no,1277,yes,no,cellular,thu,jun,5,-1,0,nonexistent,no
45,blue-collar,married,primary,no,-3000,no,yes,cellular,tue,jun,7,-1,0,nonexistent,no
47,retired,divorced,tertiary,no,2005,yes,yes,unknown,fri,jun,5,-1,0,nonexistent,no
45,technician,divorced,unknown,no,1569,no,no,cellular,mon,feb,3,-1,0,nonexistent,no
25,student,married,secondary,no,3533,yes,no,unknown,tue,jul,3,-1,0,nonexistent,no
39,technician,married,tertiary,no,704,yes,no,cellular,thu,jan,2,-1,0,nonexistent,no
34,entrepreneur,married,secondary,no,3749,yes,no,cellular,mon,feb,2,268,2,failure,yes
35,management,divorced,secondary,no,-3000,yes,yes,unknown,tue,mar,1,-1,0,nonexistent,yes
73,technician,single,secondary,no,-1274,yes,yes,cellular,mon,may,2,375,1,failure,yes
31,housemaid,married,secondary,no,5793,yes,no,unknown,fri,jul,2,-1,0,nonexistent,yes
21,management,married,primary,no,368,yes,no,unknown,fri,may,3,-1,0,nonexistent,no
30,admin,married,secondary,no,-216,no,no,cellular,wed,jul,6,-1,0,nonexistent,no
36,management,single,tertiary,no,3950,yes,no,telephone,mon,jun,2,-1,0,nonexistent,no
50,technician,married,secondary,no,3217,yes,no,cellular,wed,may,1,-1,0,nonexistent,no
38,management,single,secondary,no,-771,no,no,unknown,tue,aug,3,667,1,other,no
36,management,married,tertiary,no,-1889,no,yes,cellular,wed,jun,1,-1,0,nonexistent,no
37,management,single,tertiary,no,3040,yes,no,cellular,wed,jun,2,561,3,failure,no
47,management,single,secondary,no,984,no,no,cellular,tue,feb,3,354,2,failure,yes
50,housemaid,single,tertiary,no,3392,yes,no,unknown,mon,feb,4,-1,0,nonexistent,no
51,services,single,tertiary,no,1618,no,no,cellular,tue,jun,4,-1,0,nonexistent,no
44,management,single,primary,no,8053,yes,no,cellular,wed,feb,1,-1,0,nonexistent,no
43,technician,divorced,secondary,no,2354,yes,no,cellular,mon,nov,6,-1,0,nonexistent,yes
56,services,married,secondary,no,2992,no,no,cellular,mon,may,5,-1,0,nonexistent,no
36,retired,married,secondary,no,1220,yes,no,cellular,tue,jan,5,-1,0,nonexistent,no
60,blue-collar,married,secondary,no,2223,no,no,cellular,tue,jul,3,-1,0,nonexistent,no
48,management,married,secondary,no,-3000,yes,no,cellular,wed,may,3,509,4,success,no
40,blue-collar,divorced,tertiary,no,4937,yes,no,cellular,mon,nov,4,-1,0,nonexistent,no
44,admin,married,secondary,no,2055,yes,no,telephone,mon,may,3,556,4,failure,no
52,management,married,tertiary,no,4360,no,no,cellular,tue,may,2,-1,0,nonexistent,no
40,unemployed,single,secondary,no,-53,no,no,cellular,tue,jun,2,-1,0,nonexistent,no
52,management,single,unknown,no,4249,no,yes,cellular,wed,jul,3,-1,0,nonexistent,yes
51,blue-collar,married,primary,no,396,yes,no,unknown,fri,jun,1,740,3,failure,no
22,blue-collar,married,tertiary,no,3381,yes,no,cellular,mon,nov,2,-1,0,nonexistent,no
45,management,divorced,primary,no,-3000,no,no,cellular,mon,may,3,-1,0,nonexistent,no
47,technician,married,primary,no,2983,no,yes,cellular,mon,jun,4,-1,0,nonexistent,no
35,blue-collar,single,secondary,no,5227,no,yes,cellular,fri,aug,3,-1,0,nonexistent,no
33,blue-collar,married,secondary,no,-3000,no,no,unknown,wed,aug,4,-1,0,nonexistent,no
46,technician,married,tertiary,no,2388,no,no,cellular,wed,may,5,-1,0,nonexistent,yes
75,services,married,primary,no,3299,no,yes,cellular,wed,jan,2,-1,0,nonexistent,no
34,blue-collar,married,tertiary,no,3400,no,no,cellular,tue,nov,2,-1,0,nonexistent,no
34,services,married,secondary,no,3768,yes,no,telephone,tue,jul,4,-1,0,nonexistent,no
27,services,married,secondary,no,8116,yes,no,cellular,wed,jun,1,-1,0,nonexistent,yes
42,management,married,unknown,no,3023,no,no,cellular,tue,apr,3,779,3,failure,no
27,technician,single,tertiary,no,-1432,no,yes,cellular,mon,feb,2,-1,0,nonexistent,no
45,admin,married,tertiary,no,13,no,no,telephone,tue,may,3,-1,0,nonexistent,no
38,services,married,tertiary,no,1364,no,no,cellular,tue,apr,7,-1,0,nonexistent,no
40,blue-collar,single,tertiary,no,-1195,yes,no,telephone,tue,feb,3,-1,0,nonexistent,no
45,housemaid,married,tertiary,no,4446,no,no,cellular,thu,aug,6,487,2,success,no
29,technician,married,secondary,no,4123,no,yes,cellular,wed,may,2,-1,0,nonexistent,no
35,services,divorced,tertiary,no,-1138,no,no,cellular,fri,may,2,-1,0,nonexistent,no
33,blue-collar,married,secondary,yes,2015,yes,no,cellular,tue,apr,2,-1,0,nonexistent,no
38,blue-collar,single,secondary,no,1891,yes,no,telephone,mon,nov,3,-1,0,nonexistent,no
33,blue-collar,married,tertiary,no,1085,no,no,cellular,thu,aug,2,-1,0,nonexistent,no
52,admin,divorced,primary,no,1148,yes,no,cellular,wed,may,5,-1,0,nonexistent,no
28,blue-collar,married,secondary,no,1992,yes,no,unknown,wed,apr,3,-1,0,nonexistent,no
32,blue-collar,single,secondary,no,434,no,yes,cellular,wed,may,5,-1,0,nonexistent,no
37,admin,married,secondary,no,2733,yes,no,cellular,wed,dec,3,-1,0,nonexistent,no
39,technician,married,secondary,no,1725,no,no,cellular,tue,aug,2,592,3,failure,no
43,blue-collar,married,secondary,no,4615,no,no,cellular,thu,aug,3,-1,0,nonexistent,no
46,technician,married,secondary,no,-2219,yes,yes,cellular,thu,jul,2,202,1,failure,no
48,blue-collar,single,tertiary,no,2647,yes,no,unknown,wed,jul,5,-1,0,nonexistent,no
39,management,single,secondary,no,2724,no,no,cellular,mon,feb,1,-1,0,nonexistent,yes
46,management,divorced,secondary,no,2214,no,no,cellular,wed,aug,2,-1,0,nonexistent,no
35,blue-collar,married,primary,no,-208,no,no,cellular,thu,oct,3,-1,0,nonexistent,yes
43,entrepreneur,single,tertiary,no,3367,yes,no,unknown,tue,may,4,-1,0,nonexistent,no
38,blue-collar,married,secondary,no,1003,yes,yes,cellular,wed,jul,3,-1,0,nonexistent,no
42,blue-collar,single,tertiary,no,3405,yes,no,cellular,wed,apr,6,-1,0,nonexistent,no
31,management,married,secondary,no,1560,yes,no,unknown,thu,may,5,-1,0,nonexistent,no
40,management,married,secondary,no,-1822,no,no,cellular,wed,aug,5,92,3,failure,no
35,blue-collar,married,secondary,no,5825,no,yes,unknown,wed,may,5,-1,0,nonexistent,no
46,blue-collar,married,secondary,no,5497,no,no,cellular,wed,may,3,-1,0,nonexistent,no
56,management,married,unknown,no,2434,yes,no,cellular,wed,aug,5,-1,0,nonexistent,no
27,blue-collar,single,tertiary,no,14,yes,no,cellular,thu,jan,3,-1,0,nonexistent,no
41,self-employed,single,unknown,no,3173,no,yes,unknown,tue,apr,2,-1,0,nonexistent,no
42,student,married,secondary,no,395,yes,yes,cellular,tue,feb,2,-1,0,nonexistent,no
29,technician,married,primary,no,2409,yes,no,cellular,fri,nov,1,-1,0,nonexistent,no
18,housemaid,married,secondary,no,-330,no,yes,unknown,mon,nov,2,-1,0,nonexistent,no
43,entrepreneur,married,secondary,no,-391,no,yes,cellular,thu,jan,5,-1,0,nonexistent,no
33,blue-collar,married,tertiary,no,-1947,yes,no,cellular,fri,aug,6,-1,0,nonexistent,no
38,services,single,secondary,no,5538,yes,no,cellular,mon,aug,3,-1,0,nonexistent,yes
43,blue-collar,single,tertiary,no,3175,yes,no,cellular,mon,may,5,-1,0,nonexistent,no
38,unemployed,single,secondary,no,3548,no,yes,telephone,fri,apr,2,-1,0,nonexistent,no
35,management,married,primary,no,-1259,yes,yes,cellular,tue,may,7,-1,0,nonexistent,no
39,retired,married,tertiary,no,-1928,no,no,cellular,thu,aug,1,-1,0,nonexistent,no
37,unknown,married,primary,no,-2340,no,no,cellular,tue,jun,5,-1,0,nonexistent,yes
60,blue-collar,married,secondary,no,2691,yes,no,unknown,wed,may,5,-1,0,nonexistent,no
34,services,married,tertiary,no,5766,yes,no,cellular,thu,may,1,-1,0,nonexistent,no
53,technician,married,tertiary,no,912,no,no,unknown,fri,feb,2,362,3,failure,no
38,services,married,primary,no,-3000,yes,no,cellular,mon,jun,3,-1,0,nonexistent,no
65,self-employed,married,secondary,no,-2916,yes,no,telephone,thu,may,3,-1,0,nonexistent,no
29,blue-collar,married,secondary,yes,2325,yes,yes,cellular,wed,apr,3,-1,0,nonexistent,no
34,technician,married,secondary,no,-1271,no,no,telephone,mon,feb,5,-1,0,nonexistent,no
42,student,single,secondary,yes,-744,no,no,unknown,thu,jun,4,-1,0,nonexistent,no
36,technician,single,secondary,no,-2093,yes,no,cellular,tue,jul,3,-1,0,nonexistent,yes
30,admin,single,tertiary,yes,-553,no,no,cellular,fri,jul,6,829,2,failure,no
60,technician,married,secondary,no,2063,yes,no,cellular,fri,jun,3,-1,0,nonexistent,no
34,services,single,primary,no,-788,yes,no,cellular,tue,jul,3,-1,0,nonexistent,no
45,housemaid,married,secondary,no,1126,yes,no,cellular,mon,may,3,-1,0,nonexistent,no
21,technician,married,primary,no,-3000,no,no,cellular,tue,may,2,-1,0,nonexistent,no
57,management,single,tertiary,no,6468,no,yes,unknown,mon,apr,3,-1,0,nonexistent,no
66,management,single,secondary,no,2470,yes,no,cellular,wed,dec,3,-1,0,nonexistent,yes
58,management,single,tertiary,no,3279,no,no,cellular,tue,may,4,-1,0,nonexistent,yes
42,management,married,secondary,no,-3000,no,no,cellular,mon,nov,4,-1,0,nonexistent,no
29,blue-collar,married,secondary,no,61,yes,no,cellular,wed,apr,4,460,2,failure,no
37,management,married,tertiary,no,5027,yes,no,cellular,wed,may,2,-1,0,nonexistent,no
39,management,married,secondary,no,-1395,yes,no,unknown,tue,jun,2,-1,0,nonexistent,no
56,technician,single,secondary,no,2612,yes,no,cellular,thu,mar,1,-1,0,nonexistent,no
33,housemaid,married,secondary,no,-777,yes,no,cellular,mon,aug,5,430,2,failure,no
49,retired,divorced,secondary,no,-431,yes,no,cellular,fri,feb,3,-1,0,nonexistent,no
30,blue-collar,married,secondary,no,6363,yes,no,unknown,wed,apr,3,388,3,failure,no
34,services,married,secondary,no,649,yes,no,cellular,thu,jun,6,-1,0,nonexistent,no
38,management,single,secondary,no,5847,yes,no,cellular,fri,nov,4,-1,0,nonexistent,no
45,management,divorced,secondary,no,7546,yes,no,cellular,mon,jul,1,-1,0,nonexistent,no
42,admin,single,tertiary,no,2318,no,yes,cellular,wed,jul,4,-1,0,nonexistent,no
24,technician,married,tertiary,no,1374,yes,yes,unknown,thu,may,3,-1,0,nonexistent,no
36,retired,married,primary,no,8837,yes,no,cellular,thu,jun,4,-1,0,nonexistent,no
53,blue-collar,married,tertiary,no,2857,yes,yes,unknown,fri,jun,4,-1,0,nonexistent,no
34,technician,married,secondary,no,-1895,no,no,unknown,fri,aug,4,-1,0,nonexistent,no
56,blue-collar,married,unknown,no,2051,no,no,cellular,wed,jul,4,-1,0,nonexistent,no
42,blue-collar,married,secondary,no,5374,no,no,cellular,tue,may,3,-1,0,nonexistent,no
38,management,married,unknown,no,460,yes,no,unknown,tue,aug,3,-1,0,nonexistent,no
53,self-employed,married,secondary,no,224,no,no,cellular,tue,aug,4,-1,0,nonexistent,no
37,blue-collar,divorced,tertiary,no,3839,yes,yes,unknown,tue,jul,4,-1,0,nonexistent,no
38,technician,married,tertiary,no,2889,yes,no,telephone,fri,jul,2,-1,0,nonexistent,no
61,blue-collar,single,tertiary,no,-2662,yes,no,cellular,mon,may,4,-1,0,nonexistent,no
50,blue-collar,married,tertiary,no,4979,yes,yes,cellular,wed,feb,5,-1,0,nonexistent,no
49,technician,single,secondary,no,-2621,yes,no,cellular,mon,feb,3,553,3,other,no
45,blue-collar,married,tertiary,no,3388,yes,yes,unknown,thu,may,4,744,2,failure,no
42,blue-collar,married,secondary,no,-3000,yes,no,cellular,tue,may,3,-1,0,nonexistent,no
39,management,single,secondary,no,170,yes,no,cellular,thu,aug,2,186,3,failure,no
44,blue-collar,married,tertiary,no,1762,no,no,telephone,thu,jun,4,-1,0,nonexistent,no
39,admin,single,primary,no,5479,no,no,cellular,wed,may,3,-1,0,nonexistent,no
47,blue-collar,divorced,unknown,no,4308,no,no,unknown,tue,nov,2,-1,0,nonexistent,no
32,admin,married,tertiary,no,6814,yes,no,cellular,tue,may,2,-1,0,nonexistent,no
35,self-employed,married,secondary,no,1183,no,no,cellular,mon,may,1,-1,0,nonexistent,no
47,blue-collar,married,primary,no,-891,no,yes,cellular,wed,may,4,-1,0,nonexistent,no
31,management,married,secondary,no,1744,no,no,cellular,thu,apr,2,-1,0,nonexistent,no
46,technician,single,secondary,no,1094,yes,no,cellular,tue,may,3,-1,0,nonexistent,no
53,management,single,tertiary,no,3379,yes,no,unknown,fri,jul,3,-1,0,nonexistent,no
42,self-employed,single,secondary,no,1829,no,no,cellular,thu,jan,2,-1,0,nonexistent,no
39,unknown,divorced,tertiary,no,-1376,yes,no,unknown,wed,feb,2,-1,0,nonexistent,no
63,services,married,tertiary,no,526,yes,no,unknown,mon,aug,4,465,3,failure,no
58,retired,single,secondary,no,2487,yes,no,cellular,thu,may,3,-1,0,nonexistent,no
41,management,married,tertiary,no,2512,no,no,unknown,fri,apr,5,820,3,success,yes
43,services,divorced,primary,no,-2192,no,no,cellular,thu,nov,4,-1,0,nonexistent,no
35,student,married,secondary,no,-3000,yes,no,unknown,thu,may,3,-1,0,nonexistent,no
52,housemaid,single,unknown,no,2120,yes,no,cellular,tue,jul,3,-1,0,nonexistent,no
39,blue-collar,divorced,tertiary,yes,4091,yes,yes,cellular,mon,jul,3,-1,0,nonexistent,no
52,blue-collar,married,secondary,no,2973,yes,yes,cellular,tue,may,2,-1,0,nonexistent,no
26,technician,married,secondary,no,-2682,yes,no,cellular,fri,jun,2,-1,0,nonexistent,yes
48,management,single,secondary,no,1098,no,no,cellular,tue,nov,2,-1,0,nonexistent,no
29,services,married,secondary,no,4887,no,no,cellular,mon,jul,4,-1,0,nonexistent,no
65,management,married,unknown,no,-76,no,no,cellular,wed,feb,3,-1,0,nonexistent,no
51,management,married,secondary,yes,5290,yes,yes,cellular,thu,may,2,-1,0,nonexistent,no
53,technician,single,tertiary,no,6901,no,yes,cellular,mon,jul,2,758,1,success,no
33,student,married,secondary,no,-769,yes,no,unknown,fri,jul,1,-1,0,nonexistent,no
43,technician,married,secondary,no,2421,no,yes,unknown,wed,may,2,-1,0,nonexistent,no
39,technician,married,secondary,no,6367,no,yes,cellular,tue,jun,4,381,3,failure,no
66,admin,married,primary,no,2020,no,no,cellular,fri,aug,4,-1,0,nonexistent,no
35,entrepreneur,married,secondary,no,-3000,yes,no,unknown,tue,nov,2,-1,0,nonexistent,no
50,management,single,tertiary,no,5676,no,yes,unknown,thu,feb,2,724,3,failure,no
23,retired,divorced,secondary,no,2062,yes,no,unknown,wed,aug,7,105,2,success,yes
20,management,single,secondary,no,1260,yes,no,cellular,tue,nov,2,-1,0,nonexistent,no
47,admin,married,secondary,no,1858,no,no,cellular,wed,nov,3,-1,0,nonexistent,yes
31,technician,married,secondary,no,3829,yes,no,cellular,fri,nov,3,-1,0,nonexistent,no
37,management,divorced,tertiary,no,-1600,no,no,cellular,wed,nov,4,299,2,success,yes
25,entrepreneur,married,primary,no,6064,yes,no,cellular,thu,may,3,753,2,other,no
78,blue-collar,single,secondary,no,3718,yes,yes,unknown,wed,jun,6,-1,0,nonexistent,no
35,entrepreneur,married,secondary,no,2679,yes,no,cellular,fri,jun,2,271,3,failure,no
23,technician,married,secondary,no,-470,no,no,cellular,tue,apr,2,-1,0,nonexistent,yes
42,management,married,primary,no,109,no,no,cellular,tue,may,3,312,6,failure,yes
34,entrepreneur,married,secondary,no,2983,yes,no,cellular,wed,jun,3,-1,0,nonexistent,no
47,admin,single,secondary,no,7262,yes,no,cellular,thu,jul,3,-1,0,nonexistent,no
92,services,married,tertiary,no,-3000,no,yes,cellular,thu,aug,2,-1,0,nonexistent,yes
51,management,married,secondary,no,-113,yes,no,cellular,thu,may,1,-1,0,nonexistent,yes
48,management,single,unknown,no,-1390,yes,no,cellular,mon,may,6,46,5,failure,no
30,services,married,primary,no,3317,yes,no,cellular,wed,feb,3,-1,0,nonexistent,no
53,blue-collar,married,tertiary,no,-3000,no,no,cellular,tue,feb,2,-1,0,nonexistent,no
